Appid,Game_title,Platform,Release_date,Price,original_price
2475390,Bootlegger's Mafia Racing Story,['win'],"2 Jan, 2024",¥52.00,
2732920,THERE IS NO SLEEP,['win'],"2 Jan, 2024",¥6.00,
2751730,Wicked Times Demo,"['win', 'mac']","2 Jan, 2024",Free,
2638260,Fair and square Demo,"['win', 'linux']","2 Jan, 2024",Free,
2736570,Super Pet Hero,['win'],"2 Jan, 2024",¥15.00,
2736580,Disco Dave,['win'],"2 Jan, 2024",¥15.00,
2345080,Cats VS Ghosts,['win'],"2 Jan, 2024",¥6.00,
2669130,CosmoPirates Demo,"['win', 'linux']","2 Jan, 2024",Free,
2591020,DraconG VR,"['win', 'group_separator']","2 Jan, 2024",¥42.00,
2619090,Lighark,"['win', 'mac']","2 Jan, 2024",¥26.00,
2699930,The Penguin Horror : Legacy of The pengcasso,['win'],"2 Jan, 2024",¥22.00,
2702960,AdventureQuest 8-Bit: Dungeons & DoomKnights,"['win', 'mac', 'linux']","2 Jan, 2024",¥76.00,
1863300,∀stralbringer -Shaded Arkarium-,['win'],"2 Jan, 2024",¥36.00,
2745560,Neon Fantasy: Rodents,['win'],"2 Jan, 2024",¥3.08,¥11.00
2747390,Trainz Plus DLC - Harvard Subdivision: Commuter Edition,"['win', 'mac']","2 Jan, 2024",¥136.00,
2747380,Trainz 2022 DLC - Harvard Subdivision: Commuter Edition,"['win', 'mac']","2 Jan, 2024",¥136.00,
2719990,Into The Unknown,['win'],"2 Jan, 2024",¥22.00,
2753750,Knight Case Files 体験版,['win'],"2 Jan, 2024",Free,
2730630,Shape Shifter,['win'],"2 Jan, 2024",¥26.00,
2665500,Pacific Minesweeper,"['win', 'linux']","2 Jan, 2024",Free,
2736230,Ski Jump Challenge 2024,['win'],"2 Jan, 2024",¥15.00,
2731910,Space Traveler's Brain Creator,"['win', 'mac', 'linux']","2 Jan, 2024",¥6.00,
2731180,Blaster Multiplayer,['win'],"2 Jan, 2024",Free,
1993820,T-night,['win'],"1 Jan, 2024",¥15.00,
2727550,KoChaos,['win'],"1 Jan, 2024",Free,
2756060,Fusion Fling Demo,['win'],"2 Jan, 2024",Free,
2658980,AquaRevive - VR Game,"['win', 'group_separator']","2 Jan, 2024",Free,
2739120,PvPillman,['win'],"2 Jan, 2024",Free,
2752160,Randy Blaster 3D Soundtrack,['music'],"2 Jan, 2024",Free,
2745890,Datascape - Help Us Pay RENT: $-800,"['win', 'linux']","2 Jan, 2024",¥22.00,
2730650,逆乱封神之武王伐纣,['win'],"2 Jan, 2024",¥22.00,
2728090,Endure or Perish,['win'],"2 Jan, 2024",¥56.00,
2718500,Escape from Blackwood,['win'],"2 Jan, 2024",¥33.00,
2752060,Into The Flames - Support Vehicle Pack,['win'],"2 Jan, 2024",¥22.00,
2750370,BL00D.exe Demo,['win'],"2 Jan, 2024",Free,
2160220,Shipwrecked 64,['win'],"2 Jan, 2024",¥33.00,
1915120,Daring Academy: Chapter 1 (Original Demo Soundtrack),['music'],"2 Jan, 2024",¥42.00,
2579540,The Fairway Club,['win'],"2 Jan, 2024",¥11.00,
1937320,Daring Academy: Chapter 1 Demo,"['win', 'mac', 'linux']","2 Jan, 2024",Free,
2734500,Moussacre DEMO,['win'],"2 Jan, 2024",Free,
2462921,Roxy Raccoon's Pinball Panic - Baker's Best,['win'],"2 Jan, 2024",¥11.00,
2721710,Gloomsday,['win'],"2 Jan, 2024",Free,
2723980,Dream Island: A Skyward Journey,['win'],"1 Jan, 2024",¥22.00,
2693810,Galaxy Trek,['win'],"1 Jan, 2024",¥42.00,
2677620,Spider Inferno,['win'],"1 Jan, 2024",¥6.00,
2621460,Arcane Fighters,"['win', 'mac']","1 Jan, 2024",Free,
2410910,地城冒险岛,['win'],"1 Jan, 2024",¥6.00,
2472390,A Technician's Nightmare,['win'],"1 Jan, 2024",¥11.00,
2744000,Surmountable,['win'],"1 Jan, 2024",¥18.00,
2566310,Thanatophobia,['win'],"1 Jan, 2024",¥48.00,
2725770,Hire Me!,['win'],"1 Jan, 2024",¥12.55,
2701560,My Thai Boyfriend,['win'],"1 Jan, 2024",¥15.00,
2732640,Find Room 96,['win'],"1 Jan, 2024",¥18.00,
2750860,Lethe-alphaTest Demo,['win'],"1 Jan, 2024",Free,
2690180,XiJiang Shipyard,['win'],"1 Jan, 2024",¥58.00,
2703170,Jump Penguin Final,['win'],"1 Jan, 2024",¥6.00,
2667780,Extraordinary: Immortal,"['win', 'mac']","1 Jan, 2024",¥11.00,
2703030,The Legend of Ogorets #4: Warren,"['win', 'mac']","1 Jan, 2024",¥22.00,
2228100,Zamakan,['win'],"1 Jan, 2024",¥6.00,
2710260,TVS Sample Box,"['win', 'linux']","1 Jan, 2024",Free,
2695250,Fire Racing,['win'],"1 Jan, 2024",¥22.00,
2514100,Keepers Of The Lost Arts,['win'],"1 Jan, 2024",Free,
2726490,Hamster Hunter,['win'],"1 Jan, 2024",¥22.00,
2692180,是真的狗 - 我挣钱有大用,['win'],"1 Jan, 2024",¥6.00,
2670890,Really Dog,['win'],"1 Jan, 2024",Free,
2552740,Plagueborn Survivor,"['win', 'group_separator']","1 Jan, 2024",¥42.00,
2668110,もちじゃんぷ/Mochijump,['win'],"1 Jan, 2024",¥18.00,
2145700,Tead,"['win', 'mac', 'linux']","1 Jan, 2024",¥6.00,
2723610,CandyVenture: Rebaked,['win'],"1 Jan, 2024",¥22.00,
2731530,Karina Katana,['win'],"1 Jan, 2024",Free,
2521460,Evasion from cluster 42,['win'],"1 Jan, 2024",¥22.00,
2143660,Electron Flux,['win'],"1 Jan, 2024",¥58.00,
2706960,027,"['win', 'mac', 'linux']","1 Jan, 2024",Free,
2727770,Planet X16,"['win', 'mac']","1 Jan, 2024",¥42.00,
2116920,Runic Survivor,['win'],"1 Jan, 2024",¥15.00,
2061750,Counterpact,"['win', 'linux']","1 Jan, 2024",Free,
2559470,Ghost Road Awakening,['win'],"1 Jan, 2024",¥18.00,
2374410,My Hero After the Fall,"['win', 'mac']","1 Jan, 2024",¥26.00,
2733640,Hoshi_no_Natchan,"['win', 'mac']","1 Jan, 2024",¥18.00,
2701340,The Last 66 Days,"['win', 'mac']","1 Jan, 2024",¥6.00,
2738130,revvver,['win'],"31 Dec, 2023",¥6.00,
2563180,Days Like A Nightmare,['win'],"31 Dec, 2023",¥22.00,
2279940,Baking Success,['win'],"31 Dec, 2023",¥29.00,
2724740,Psychiatrist Simulator 2,['win'],"31 Dec, 2023",¥4.40,¥22.00
2009740,Downtown Drift - OG Pack,['win'],"31 Dec, 2023",¥11.00,
2169140,CantEscapeTheBackrooms,['win'],"31 Dec, 2023",Free,
2703930,Twin Stick,['win'],"31 Dec, 2023",¥6.00,
2742760,Malkin - The Cairn and the Crossroads,['win'],"31 Dec, 2023",¥11.00,
2635110,I WANT TO DIE,['win'],"31 Dec, 2023",¥22.00,
2723880,Notes To Myself,"['win', 'linux']","31 Dec, 2023",Free,
2704080,Taphouse VR - Soundtrack,['music'],"31 Dec, 2023",Free,
2711890,RPG Maker MV - KR Snow Country Tileset,"['win', 'mac', 'linux']","31 Dec, 2023",¥76.00,
2729320,SFXEngine Bolt-on: Special Engines,['win'],"31 Dec, 2023",¥76.00,
2443103,SFXEngine Bolt-on: Sample Engines,['win'],"31 Dec, 2023",¥76.00,
2729300,SFXEngine Bolt-on: Reverb Engines,['win'],"31 Dec, 2023",¥76.00,
2729260,SFXEngine Bolt-on: Pitch Engines,['win'],"31 Dec, 2023",¥76.00,
2729270,SFXEngine Bolt-on: Pan Engines,['win'],"31 Dec, 2023",¥76.00,
2729280,SFXEngine Bolt-on: Filter Engines,['win'],"31 Dec, 2023",¥76.00,
2729310,SFXEngine Bolt-on: Distortion Engines,['win'],"31 Dec, 2023",¥76.00,
2729290,SFXEngine Bolt-on: Delay Engines,['win'],"31 Dec, 2023",¥76.00,
2443101,SFXEngine Bolt-on: Analogue Engines,['win'],"31 Dec, 2023",¥76.00,
2443102,SFXEngine Bolt-on: Amplitude Engines,['win'],"31 Dec, 2023",¥76.00,
2654960,Mortadelo y Filemón: La Sexta Secta,['win'],"31 Dec, 2023",¥42.00,
2694410,MDF Magical Defense Force Chapters 10-18,['win'],"31 Dec, 2023",¥11.00,
2679430,Project Parallel,['win'],"31 Dec, 2023",Free,
1750240,my MusicOasis,['win'],"30 Dec, 2023",Free,
2188740,Phantasy Series Reference Opus,['win'],"30 Dec, 2023",Free,
2674580,Hitler My Friend,['win'],"30 Dec, 2023",¥6.00,
2722230,Little Nemo,['win'],"30 Dec, 2023",¥33.00,
2442640,Wicked Wreck,['win'],"30 Dec, 2023",¥33.00,
2744610,Happy Lab: Cybernetic Carnage,['win'],"30 Dec, 2023",Free,
2734340,Polite animals,['win'],"30 Dec, 2023",¥29.00,
2736110,Ant secret,['win'],"30 Dec, 2023",¥33.00,
2699580,Raven Fighter,['win'],"30 Dec, 2023",¥42.00,
2561330,妖变速递 Mutant Express,['win'],"30 Dec, 2023",¥32.00,
2707580,Safe House,['win'],"30 Dec, 2023",¥18.00,
2677800,Molly the Werezompire,['win'],"30 Dec, 2023",¥6.00,
2216880,Just King Soundtrack,['music'],"30 Dec, 2023",¥11.00,
2431510,BlueSuburbia,['win'],"30 Dec, 2023",Free,
2654950,Mortadelo y Filemón: El escarabajo de Cleopatra,['win'],"30 Dec, 2023",¥22.00,
2727920,100% Orange Juice - Character Song Pack: Star Baker Breaker,['music'],"30 Dec, 2023",¥18.00,
2689160,Lost Traces: Unsolved Cases - False Awakening,['win'],"30 Dec, 2023",Free,
2737320,Don't Leave,['win'],"30 Dec, 2023",¥29.00,
2723900,Elfin Around,"['win', 'group_separator']","30 Dec, 2023",¥6.00,
2406030,Cross Impact,"['win', 'mac']","30 Dec, 2023",Free,
2602450,Spellbound Survivors,['win'],"30 Dec, 2023",¥22.00,
2735060,Station 5,['win'],"30 Dec, 2023",¥18.00,
2632330,Shoot & Neon Demo,['win'],"30 Dec, 2023",Free,
2734790,Unknown Soul With Me,['win'],"29 Dec, 2023",¥15.00,
2739760,Deterrence Demo,"['win', 'linux']","29 Dec, 2023",Free,
2639280,𣸩,['win'],"29 Dec, 2023",¥9.00,
2687130,Aculeata,"['win', 'linux']","29 Dec, 2023",¥8.70,¥29.00
2471740,The Majestic Demo,['win'],"29 Dec, 2023",Free,
2649640,House of Jigsaw: The Art of Still Life,['win'],"29 Dec, 2023",¥15.00,
2723470,Ancient Sprits: Columbus' Legacy,['win'],"29 Dec, 2023",¥26.00,
2677640,Peasant Royale,['win'],"29 Dec, 2023",Free,
2440191,Caliber+,['win'],"29 Dec, 2023",¥238.00,
1344590,Sub Terra Draconis - Magma Grotto,"['win', 'linux']","29 Dec, 2023",¥11.00,
2305400,Seed of the World,['win'],"29 Dec, 2023",¥18.00,
2747490,OverDrift Festival - Police Cars Pack,['win'],"29 Dec, 2023",¥20.79,¥33.00
2738770,Mystery Box VR: Hidden Secrets,"['win', 'group_separator']","29 Dec, 2023",¥36.00,
2747430,Angel Legion-DLC Rippling Beauty (Red),"['win', 'mac']","29 Dec, 2023",Free,
2746290,九天求仙 Demo,['win'],"29 Dec, 2023",Free,
2736360,TerraKids: Save The World Kidos!,"['win', 'mac']","29 Dec, 2023",¥58.00,
2603950,Timeline 拯救存档 -Manage your game save,['win'],"29 Dec, 2023",¥6.00,
1351480,Barely Racing,['win'],"29 Dec, 2023",¥36.00,
2712540,完蛋！我也能追到美女了！,"['win', 'mac']","29 Dec, 2023",¥6.00,
2296740,Lost in Nowhere,['win'],"29 Dec, 2023",¥6.00,
2718960,Paranormal Home Invaders Demo,['win'],"29 Dec, 2023",Free,
2716800,勇者mini,['win'],"29 Dec, 2023",¥11.00,
2658620,Snake Effect,['win'],"29 Dec, 2023",¥42.00,
2661950,魔卡奇旅,"['win', 'mac']","29 Dec, 2023",¥29.90,
2730890,Bread around bread around bread around bread,['win'],"29 Dec, 2023",¥6.00,
2517180,Adopted Passion Realize Your Dream,['win'],"29 Dec, 2023",¥76.00,
2728750,Gozenyojinomanimani,['win'],"29 Dec, 2023",¥49.90,
2528400,Albatross,['win'],"29 Dec, 2023",Free,
2731710,Ore Quest: Digger's Delve,['win'],"29 Dec, 2023",¥6.00,
2526450,Conviction,['win'],"29 Dec, 2023",¥7.20,¥18.00
2541580,Cosmic Resistance,['win'],"29 Dec, 2023",¥32.99,
2731610,MONSTER GRINDER ULTRA,['win'],"29 Dec, 2023",¥18.00,
2686930,Boo's There?,"['win', 'mac']","29 Dec, 2023",Free,
2711880,RPG Maker MV - KR Transportation Station - Airport Tileset,"['win', 'mac', 'linux']","29 Dec, 2023",¥76.00,
2711930,RPG Maker MZ - KR Transportation Station - Airport Tileset,"['win', 'mac']","29 Dec, 2023",¥76.00,
2711940,RPG Maker MZ - KR Snow Country Tileset,"['win', 'mac']","29 Dec, 2023",¥76.00,
2639620,Queen's Garden Christmas,"['win', 'mac', 'linux']","29 Dec, 2023",¥29.00,
2139730,Maskonauts: Chat'Attack,['win'],"29 Dec, 2023",¥26.00,
2488660,Brave Escape Demo,"['win', 'mac', 'linux']","29 Dec, 2023",Free,
464480,Contraption Maker: Incredible Puzzles Pack,"['win', 'mac', 'linux']","29 Dec, 2023",¥15.00,
2123380,MOBIUS BAND*,['win'],"28 Dec, 2023",¥17.00,¥34.00
2708180,Dead Garden Zero,['win'],"28 Dec, 2023",¥11.00,
2660970,Hypersomnia,"['win', 'mac', 'linux']","28 Dec, 2023",Free,
2722480,陌界·终末序曲,['win'],"28 Dec, 2023",Free,
2754080,Load Slinging VR Training Demo,"['win', 'group_separator']","28 Dec, 2023",Free,
2722960,Foreign Fortress,['win'],"28 Dec, 2023",¥42.00,
2602510,Underground Waifus TCG,['win'],"28 Dec, 2023",Free,
2708970,Goodnight Icarus Demo,['win'],"28 Dec, 2023",Free,
2440192,Caliber+ Operators: Gold,['win'],"28 Dec, 2023",¥438.00,
2736390,Гордость Улыпа. VR-легенды Чувашии,"['win', 'group_separator']","28 Dec, 2023",Free,
2726310,Hotel Heldritch,['win'],"28 Dec, 2023",¥6.00,
2701610,Lost Princess: Darkness,['win'],"28 Dec, 2023",¥6.00,
2436080,Lotte Forest Ambience,['music'],"28 Dec, 2023",Free,
2371720,Connect LegendofAutumn,['win'],"28 Dec, 2023",¥52.00,
2707140,Fritz 19 SE,['win'],"28 Dec, 2023",¥238.00,
2697380,Arsenal,['win'],"28 Dec, 2023",¥6.00,
2732620,Eternal gem,['win'],"28 Dec, 2023",¥26.00,
2736140,Black Prophecy,['win'],"28 Dec, 2023",¥29.00,
2698910,Pet Rock Duty,['win'],"28 Dec, 2023",¥6.00,
2729220,The Da Vinci Cryptex 3,"['win', 'mac']","28 Dec, 2023",¥18.00,
2742120,Summoners War: Chronicles - Adventurer Professional Package,"['win', 'mac']","28 Dec, 2023",¥163.00,
2472180,Gash,['win'],"28 Dec, 2023",Free,
2718560,Maze!,['win'],"28 Dec, 2023",¥15.00,
2612120,Forza Motorsport 2021 Cadillac #31 Whelen Racing DPi-V.R,['win'],"28 Dec, 2023",¥11.00,
2095120,S.E.C.U.,['win'],"28 Dec, 2023",¥26.00,
1998670,Medieval Knight,"['win', 'mac', 'linux']","28 Dec, 2023",¥15.00,
2717390,Heading Home,['win'],"28 Dec, 2023",¥33.00,
2703910,Life Eternal,['win'],"28 Dec, 2023",Free,
2673060,Moi Moi Heroes,['win'],"28 Dec, 2023",Free,
2726680,Pixel Monk,"['win', 'mac']","28 Dec, 2023",¥15.00,
2748110,RPG Conquer the World MINI,['win'],"28 Dec, 2023",Free,
2670570,Panda Go Demo,['win'],"28 Dec, 2023",Free,
2720990,Tower of the abyss Demo,['win'],"28 Dec, 2023",Free,
1212550,"EVECTOR, Acid Thirst",['win'],"28 Dec, 2023",¥11.00,
1924230,Amata Demo,"['win', 'linux']","28 Dec, 2023",Free,
2693900,Henry's Escape: Prison,['win'],"28 Dec, 2023",¥18.00,
2717950,Melia Keys In... Quantum Decade,"['win', 'mac', 'linux']","28 Dec, 2023",¥26.00,
2717930,BOTSU: Ridiculous Robots Demo,['win'],"28 Dec, 2023",Free,
1862430,Repurpose,"['win', 'mac']","27 Dec, 2023",¥46.00,
2735260,Pirates vs Ninjas,['win'],"27 Dec, 2023",¥6.00,
2560620,Der Geistermeister,['win'],"27 Dec, 2023",Free,
2724380,夏日事件簿 Summer Fantasy Demo,['win'],"27 Dec, 2023",Free,
2627320,Welcome to the Karoshi Club Soundtrack,['music'],"27 Dec, 2023",Free,
2635250,Who Wants To Be A Millionaire? - Geography II DLC Pack,"['win', 'mac']","27 Dec, 2023",¥12.00,
2624950,Welcome to the Karoshi Club,['win'],"27 Dec, 2023",Free,
2719360,Christmas Fables: The Magic Snowflake DLC,['win'],"27 Dec, 2023",¥15.00,
2718140,Christmas Fables: The Magic Snowflake Collector's Edition,['win'],"27 Dec, 2023",¥25.20,¥42.00
2499990,The Rumble Fish +,['win'],"27 Dec, 2023",¥45.46,
1354570,迷宫骑士,['win'],"27 Dec, 2023",¥10.04,
2734290,Time Is Honey Demo,['win'],"27 Dec, 2023",Free,
2135210,Stinky and Loof in Wonderland,"['win', 'mac', 'linux']","27 Dec, 2023",¥42.00,
2240720,NONOTOWN: Nonogram Logic Puzzle,"['win', 'linux']","27 Dec, 2023",¥25.00,
2729760,Idle Plant Game - Art Pack DLC,['win'],"27 Dec, 2023",¥11.00,
1684410,Seal World,"['win', 'mac', 'linux']","27 Dec, 2023",¥22.00,
2748220,Refidenptio Demo,['win'],"27 Dec, 2023",Free,
2748040,Telestians - Art Book,['win'],"27 Dec, 2023",¥22.00,
2426300,Trupki Demo,['win'],"27 Dec, 2023",Free,
2723260,Alchemy: Origins Demo,['win'],"27 Dec, 2023",Free,
2419730,Ultimate Speed Run,['win'],"27 Dec, 2023",¥42.00,
2656180,Galacticverse,['win'],"27 Dec, 2023",Free,
2750710,Octo Vinctum Demo Tape,['win'],"27 Dec, 2023",Free,
2718060,Ninja Attack,['win'],"27 Dec, 2023",¥22.00,
2729370,Tharaba,['win'],"27 Dec, 2023",¥11.00,
2721090,Divine Journey: The Life of Jesus,['win'],"26 Dec, 2023",¥15.00,
2259530,A Spider to A Fly,['win'],"26 Dec, 2023",¥15.00,
2609530,Wild River Run: Map Pack - SCIFI,['win'],"26 Dec, 2023",¥15.00,
2715260,Fighting,['win'],"26 Dec, 2023",¥26.00,
2706250,Christmas Puzzle 5,['win'],"26 Dec, 2023",¥42.00,
2723620,DunJumb,['win'],"26 Dec, 2023",¥15.00,
2703730,Quizz - Multiplayer Pack,['win'],"26 Dec, 2023",¥18.00,
2711770,RoPan,['win'],"26 Dec, 2023",¥29.00,
2727020,Orc's Bride,"['win', 'mac', 'linux']","26 Dec, 2023",¥22.00,
2703240,Scream or Die - Virtual Circus,"['win', 'mac', 'linux']","26 Dec, 2023",¥14.24,"¥2,034.00"
2703250,3D PUZZLE - Breaking Bed,"['win', 'mac', 'linux']","26 Dec, 2023",¥14.24,"¥2,034.00"
2703260,3D PUZZLE - Post-Apocalyptic 3,"['win', 'mac', 'linux']","26 Dec, 2023",¥14.24,"¥2,034.00"
2729040,Twizzle Puzzle: Animals,['win'],"26 Dec, 2023",¥11.00,
1502890,DNA: Episode 1,['win'],"26 Dec, 2023",¥38.88,
2700060,DarkAndLight,['win'],"26 Dec, 2023",¥18.00,
2697130,【早咲きのくろゆり】追加シナリオ「花と樹の後日談1」,['win'],"26 Dec, 2023",Free,
2724450,Cannon Master - Military Sport,['win'],"26 Dec, 2023",¥22.00,
2688840,Star Conflict - Manul (Deluxe edition),"['win', 'mac', 'linux']","26 Dec, 2023",¥449.00,
2558580,The Backrooms: Unbounded,['win'],"26 Dec, 2023",Free,
2726790,Sleigh Strikers Demo,['win'],"26 Dec, 2023",Free,
2674290,Kings Call,"['win', 'mac']","26 Dec, 2023",Free,
2745810,TaskPals - New Year Pack,['win'],"26 Dec, 2023",¥15.00,
2718710,It Mimics,['win'],"26 Dec, 2023",¥6.00,
2683250,Falnarion Tactics III,['win'],"26 Dec, 2023",¥52.00,
2732110,At Winter's End Soundtrack,['music'],"26 Dec, 2023",Free,
2723480,GOI Survivors,['win'],"26 Dec, 2023",¥22.00,
2409020,Furry Shakespeare: To Date Or Not To Date Cat Girls? 2: Prophecy of Convenience,"['win', 'mac', 'linux']","26 Dec, 2023",¥33.00,
2484860,BLOODSONG,['win'],"26 Dec, 2023",Free,
2748210,Game Master Engine - Winter's Gift Dice Pack,['win'],"26 Dec, 2023",Free,
2728380,VIRTUE,"['win', 'mac', 'linux', 'group_separator']","26 Dec, 2023",Free,
2726290,"Zero Hour - Aesthetics Pack ""Gold""",['win'],"25 Dec, 2023",¥23.40,¥26.00
2726300,"Zero Hour - Aesthetics Pack ""Platinum""",['win'],"25 Dec, 2023",¥23.40,¥26.00
2616600,"Zero Hour - Aesthetics Pack ""Redline""",['win'],"25 Dec, 2023",¥19.80,¥22.00
2744030,"Zero Hour - Aesthetics Pack ""Serpentine""",['win'],"25 Dec, 2023",¥16.20,¥18.00
2751840,"Zero Hour - Aesthetics Pack ""Titanium""",['win'],"25 Dec, 2023",¥19.80,¥22.00
2722250,Demonheart: The Cursed Trial - Kaisar's Muzzle,['win'],"25 Dec, 2023",¥29.00,
2712800,Bus World Demo,['win'],"25 Dec, 2023",Free,
2689490,phantom unit 999,['win'],"25 Dec, 2023",¥22.00,
2683110,Mushroom Age,['win'],"25 Dec, 2023",¥29.00,
2742080,HYPERJUSTICE - HYPER HOLIDAYS EXPANSION,['win'],"25 Dec, 2023",¥6.00,
2717250,Don't Melt the Snowman,['win'],"25 Dec, 2023",¥15.00,
2425160,Protect the Planet,['win'],"25 Dec, 2023",¥6.00,
2716870,Zodiac Landing,['win'],"25 Dec, 2023",¥6.00,
2505940,Rock 'N Racing Off Road DX,['win'],"25 Dec, 2023",¥42.00,
2697360,Planecraft,"['win', 'linux']","25 Dec, 2023",¥15.00,
2371510,EndlessCar,['win'],"25 Dec, 2023",Free,
2371330,EndlessEx,['win'],"25 Dec, 2023",¥6.00,
2586920,True Abstraction Plus,"['win', 'linux']","25 Dec, 2023",Free,
1591960,Randy Blaster 3D,['win'],"25 Dec, 2023",Free,
2666410,Astra Ignota,['win'],"25 Dec, 2023",¥22.00,
2181640,人类动物园 Human Zoo,['win'],"25 Dec, 2023",¥30.00,
2690820,Hidden Object Legends: Deadly Love Collector's Edition,['win'],"25 Dec, 2023",¥25.20,¥42.00
2669100,WATCHER,['win'],"25 Dec, 2023",Free,
2720980,多边星球 Multilateral Planet,['win'],"25 Dec, 2023",¥11.80,
2717080,Merry XMerge,['win'],"25 Dec, 2023",¥3.00,¥6.00
2677040,真夜的居所 - Chanye's Home,"['win', 'mac']","25 Dec, 2023",¥29.35,
2747410,Angel Legion-DLC Sexy Bunny (Purple),"['win', 'mac']","25 Dec, 2023",Free,
2646470,Neuro Hacker : Truth,['win'],"25 Dec, 2023",¥48.90,
2644540,Neuro Hacker : Intrusion,"['win', 'group_separator']","25 Dec, 2023",¥48.90,
1870180,Frozen Friday Night: The Eve,['win'],"25 Dec, 2023",¥22.00,
2690170,A group of beauties surrounded me,['win'],"25 Dec, 2023",¥21.00,¥30.00
2693820,Project N.E.X.T,['win'],"25 Dec, 2023",Free,
2710230,duplicity loop Demo,"['win', 'mac', 'linux']","25 Dec, 2023",Free,
2641090,The Knowledge of Hermit,"['win', 'linux']","25 Dec, 2023",¥42.00,
2539890,VR Dinosaur Island Paradise,"['win', 'group_separator']","25 Dec, 2023",¥6.84,¥18.00
2617030,Pond Scum: A Gothic Swamp Tale,"['win', 'group_separator']","25 Dec, 2023",¥22.00,
2266700,Abhorrent Light,['win'],"25 Dec, 2023",¥22.00,
517670,Cowbots and Aliens,"['win', 'linux', 'group_separator']","25 Dec, 2023",¥76.00,
2420170,Warlords Battlecry: The Protectors of Etheria,['win'],"25 Dec, 2023",Free,
2325880,Battle Of Zodiacs - Card Game,['win'],"25 Dec, 2023",Free,
2504390,Air Hockey VR,"['win', 'group_separator']","25 Dec, 2023",¥42.00,
2725500,XMas Toy Merge,"['win', 'linux']","25 Dec, 2023",¥11.00,
2746580,Backrooms Media Demo,['win'],"25 Dec, 2023",Free,
2588670,Strike Force Heroes Original Flash Outfits,['win'],"24 Dec, 2023",Free,
2304190,Deep Death Dungeon Darkness,['win'],"24 Dec, 2023",¥48.00,
2619180,小夜怪奇物语,['win'],"24 Dec, 2023",¥15.00,
2713130,Die For Light,['win'],"24 Dec, 2023",¥6.00,
2653140,幻恋夜宴Guide Book: 秘传·古明地无心流秘籍 None-Heart Secret Sword,['win'],"24 Dec, 2023",¥25.50,
2731820,Cozy Island Idle Demo,"['win', 'mac', 'linux']","24 Dec, 2023",Free,
2725240,FADE^2,['win'],"24 Dec, 2023",Free,
2152630,Dream Team Basketball,['win'],"24 Dec, 2023",Free,
2400700,Beginning of the Rain,"['win', 'mac']","24 Dec, 2023",¥11.00,
2066600,Great Filter,"['win', 'mac']","24 Dec, 2023",¥6.00,
2684450,Buns: Bunny Survivor,['win'],"24 Dec, 2023",¥15.00,
2709810,Visit From Above-Early Access,['win'],"24 Dec, 2023",¥22.00,
2707700,SONOHIGURASHI VS. TOUHOU UNIVERSE Soundtrack,['music'],"24 Dec, 2023",¥15.00,
1384320,Grapple Tournament,"['win', 'group_separator']","24 Dec, 2023",Free,
2707090,The Nefargad,['win'],"23 Dec, 2023",¥42.00,
2639420,Fairytale Fables,"['win', 'mac', 'linux']","23 Dec, 2023",Free,
2438540,Sci-fi builder,['win'],"23 Dec, 2023",¥23.52,¥84.00
1303390,screamdown,['win'],"23 Dec, 2023",Free,
2464190,ACCELERATE ZONE,['win'],"23 Dec, 2023",¥15.00,
2743690,Scene Investigators - The Making of Scene Investigators,['win'],"23 Dec, 2023",¥58.00,
2723640,Santa's busy day,['win'],"23 Dec, 2023",Free,
2746720,Where Jellyfish 水母在哪里 +450,['win'],"23 Dec, 2023",¥6.00,
2054060,徹夜報告書 | Midnight Report,['win'],"23 Dec, 2023",¥26.00,
2093620,HAPPY SAIN†SHEOL Demo,['win'],"23 Dec, 2023",Free,
2399810,Skoory Rush,['win'],"23 Dec, 2023",Free,
2723450,Lovely Defenders,['win'],"23 Dec, 2023",¥3.66,¥6.00
2746660,Monkey Business - Merry Business,['win'],"23 Dec, 2023",¥6.00,
2663320,Deadly Contagion Demo,['win'],"23 Dec, 2023",Free,
2634040,Superior: Vengeance - Extended Battlebook,['win'],"23 Dec, 2023",¥15.00,
2750320,Capital Dilemma Demo,['win'],"23 Dec, 2023",Free,
2714980,Blimps Demo,['win'],"23 Dec, 2023",Free,
2587170,Railbreak,['win'],"23 Dec, 2023",¥76.00,
2621450,Superior: Vengeance Demo,['win'],"23 Dec, 2023",Free,
1825942,Monsters & Mortals - Poppy Playtime Panic DLC,['win'],"23 Dec, 2023",¥26.00,
2575850,SUNSET OF ATE,['win'],"23 Dec, 2023",¥33.00,
2228430,Skeletery,"['win', 'linux']","23 Dec, 2023",Free,
2691200,Tiny Car Mess,"['win', 'mac', 'linux']","23 Dec, 2023",¥22.00,
2652050,Easter Bunny,['win'],"23 Dec, 2023",¥18.00,
2667020,Moorhuhn Invasion - Crazy Chicken Invasion,['win'],"23 Dec, 2023",¥22.00,
2323080,Tiny Survivors,['win'],"23 Dec, 2023",Free,
2708570,ZANZIBART,['win'],"23 Dec, 2023",¥15.00,
1471580,Death Run,"['win', 'mac', 'linux']","23 Dec, 2023",¥26.00,
2719420,Dude Simulator Six,['win'],"23 Dec, 2023",¥22.00,
2716140,Milo and the Christmas Gift,"['win', 'mac']","23 Dec, 2023",Free,
2582740,Virago: Reality New,['win'],"23 Dec, 2023",¥18.00,
1779070,Catnight,['win'],"23 Dec, 2023",¥22.00,
