Appid,Game_title,Platform,Release_date,Price,original_price
2061331,The Sims™ 4 Bathroom Clutter Kit,['win'],"20 Jan, 2023",¥18.00,
2061330,The Sims™ 4 Simtimates Collection Kit,['win'],"20 Jan, 2023",¥18.00,
1247740,Your Story,"['win', 'mac', 'linux']","20 Jan, 2023",¥58.00,
1579020,Golfie,['win'],"20 Jan, 2023",¥56.64,¥134.00
2073640,The Director's Disorder: Pilot Episode,['win'],"20 Jan, 2023",Free,
2027240,♡beAt! -After the Summer- Demo,"['win', 'mac', 'linux']","20 Jan, 2023",Free,
2271710,Visual Novel Maker - Dark Drama Music Pack,"['win', 'mac', 'linux']","20 Jan, 2023",¥42.00,
2271680,RPG Maker MZ - Dark Drama Music Pack,"['win', 'mac']","20 Jan, 2023",¥42.00,
2271652,RPG Maker MV - Dark Drama Music Pack,"['win', 'mac', 'linux']","20 Jan, 2023",¥42.00,
2271610,RPG Maker VX Ace - Dark Drama Music Pack,['win'],"20 Jan, 2023",¥42.00,
2271670,RPG Maker MZ - Last Boss Pack Vol.5,"['win', 'mac']","20 Jan, 2023",¥128.00,
2271651,RPG Maker MV - Last Boss Pack Vol.5,"['win', 'mac', 'linux']","20 Jan, 2023",¥128.00,
2271660,RPG Maker MZ - Winlu Fantasy Tileset -  Interior,"['win', 'mac']","20 Jan, 2023",¥76.00,
2271650,RPG Maker MV - Winlu Fantasy Tileset -  Interior,"['win', 'mac', 'linux']","20 Jan, 2023",¥76.00,
2220960,Outlanders Demo,['win'],"20 Jan, 2023",Free,
1933390,Rain World: Downpour,['win'],"20 Jan, 2023",¥58.00,
1714350,Badlands,['win'],"20 Jan, 2023",¥18.00,
2167870,A Bit of Tactics,['win'],"20 Jan, 2023",¥22.00,
1200570,AColony,['win'],"20 Jan, 2023",¥76.00,
2253451,Fortune the Fated — Spanbook Bonding,"['win', 'mac', 'linux']","20 Jan, 2023",¥6.00,
2222160,Martial Fire,['win'],"20 Jan, 2023",¥92.00,
2057783,Ozymandias - Mesoamerica,"['win', 'mac']","20 Jan, 2023",¥11.00,
2222190,Way of the Wizard,['win'],"20 Jan, 2023",¥46.00,
2253450,Fortune the Fated — Representatives Declassified,"['win', 'mac', 'linux']","20 Jan, 2023",¥6.00,
2222180,Car Parking 2,['win'],"20 Jan, 2023",¥92.00,
2253452,Fortune the Fated — Questhing Bonding,"['win', 'mac', 'linux']","20 Jan, 2023",¥6.00,
2173280,Fortune the Fated Demo,"['win', 'mac', 'linux']","20 Jan, 2023",Free,
2173270,FORTUNE the FATED,"['win', 'mac', 'linux']","20 Jan, 2023",¥22.00,
1519060,SGS Taipings,"['win', 'mac']","20 Jan, 2023",¥90.00,
2281920,Hell Slayer Demo,['win'],"20 Jan, 2023",Free,
2220980,错误之事,"['win', 'mac']","20 Jan, 2023",¥8.80,¥16.00
2233270,God Busters : Who watches the watchers?,['win'],"20 Jan, 2023",¥22.00,
2101490,After Wave: Downfall,['win'],"19 Jan, 2023",¥42.00,
2215540,Colossal Cave,"['win', 'mac', 'linux', 'group_separator']","19 Jan, 2023",¥64.40,¥92.00
2195720,Lil Baby Poop's NIGHTMARES,['win'],"19 Jan, 2023",¥26.00,
2284330,Trapers Platformer Demo,"['win', 'linux']","19 Jan, 2023",Free,
2286170,Champ at Dawn Demo,['win'],"19 Jan, 2023",Free,
2189330,maboroshi caravan demo,['win'],"19 Jan, 2023",Free,
1260790,Brain Tester : Mind trick quiz,['win'],"19 Jan, 2023",¥5.50,¥11.00
2158590,Enigma do Labirinto,['win'],"19 Jan, 2023",¥11.00,
2211610,Way of the Hunter - Free UTV,['win'],"19 Jan, 2023",Free,
2202500,Rapscallions On Deck - Friendship Otome,"['win', 'mac', 'linux']","19 Jan, 2023",¥22.00,
2286120,My Singing Monsters - Crescendo Moon Skin Pack,['win'],"19 Jan, 2023",¥22.00,
2265490,Chess Match,['win'],"19 Jan, 2023",¥11.00,
1910790,Lunar Mirror,['win'],"19 Jan, 2023",¥36.00,
2283211,World of Warships — Ning Hai,['win'],"19 Jan, 2023",¥62.44,
2268310,Cookie Match: Enhanced Edition,['win'],"19 Jan, 2023",¥18.00,
2050790,A Space for the Unbound Soundtrack,['music'],"19 Jan, 2023",¥42.00,
2050830,A Space for the Unbound Artbook,['win'],"19 Jan, 2023",¥42.00,
1201270,A Space for the Unbound,['win'],"19 Jan, 2023",¥76.00,
2247480,Pixel Slayer,['win'],"19 Jan, 2023",¥18.00,
2025320,Estencel,['win'],"19 Jan, 2023",¥48.00,
2210180,Sapiens League,"['win', 'mac']","19 Jan, 2023",,
2223590,2112TD: Tower Defense Survival,['win'],"19 Jan, 2023",¥22.00,
1941140,Outcasts of Dungeon:Epic Magic World Fight Rogue Game Simulator,['win'],"19 Jan, 2023",¥6.60,¥22.00
1419180,Mystica,['win'],"19 Jan, 2023",¥22.00,
2262090,Wantless Demo,['win'],"19 Jan, 2023",Free,
2210210,A Matter of Principle,['win'],"19 Jan, 2023",¥18.00,
2271830,Simple Trains Demo,['win'],"19 Jan, 2023",Free,
2191700,Full Metal Sergeant Cadences,['music'],"19 Jan, 2023",¥11.00,
2270350,Break Everything - Living room,['win'],"19 Jan, 2023",¥101.70,"¥2,034.00"
2286030,Slowly Fading into Data - Catalan Version,['win'],"19 Jan, 2023",Free,
1571580,Steel Division 2 - Blood Feud in Transylvania,['win'],"19 Jan, 2023",¥68.00,
2259110,The Star Named Eos Demo,"['win', 'mac']","19 Jan, 2023",Free,
2274180,The Settlings Demo,['win'],"19 Jan, 2023",Free,
1827910,星の欠片の物語。しかけ版,"['win', 'group_separator']","18 Jan, 2023",¥128.00,
2261420,BoxLoop 2,"['win', 'mac']","18 Jan, 2023",¥11.00,
2172450,MELTY BLOOD: TYPE LUMINA - Ushiwakamaru Round Announcements,['win'],"18 Jan, 2023",¥15.00,
2172460,MELTY BLOOD: TYPE LUMINA - The Count of Monte Cristo Round Announcements,['win'],"18 Jan, 2023",¥15.00,
1809700,Persona 3 Portable,['win'],"18 Jan, 2023",¥125.00,
2180390,Boing,['win'],"18 Jan, 2023",¥15.00,
1420350,Fraymakers,"['win', 'mac', 'linux']","19 Jan, 2023",¥76.00,
2250634,Let's Play Jigsaw Puzzles: Butterflies & Moths,"['win', 'mac']","19 Jan, 2023",¥11.00,
2062253,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom - The Life of Insects,['win'],"19 Jan, 2023",¥38.00,
2228880,Retrowave - Custom Music,['win'],"19 Jan, 2023",¥11.00,
2263340,The Duck Song Game,['win'],"19 Jan, 2023",¥6.00,
1459260,Techlie,['win'],"19 Jan, 2023",¥37.00,
402710,Osiris: New Dawn,['win'],"19 Jan, 2023",¥128.00,
1696960,Lake Haven - Chrysalis,['win'],"19 Jan, 2023",¥15.00,
2143710,Huntscape,['win'],"19 Jan, 2023",¥48.00,
2234870,Our Little Chase,['win'],"19 Jan, 2023",¥29.00,
2079540,The Palace of Unrest,['win'],"18 Jan, 2023",Free,
2149330,Predictors,['win'],"18 Jan, 2023",¥18.80,¥59.00
1843110,Makis Adventure,['win'],"18 Jan, 2023",¥42.00,
2257480,Graze Counter GM Original Soundtrack,['music'],"18 Jan, 2023",¥42.00,
2282670,Find Girls 2 - 5 new characters bonus,['win'],"18 Jan, 2023",¥29.80,
1486440,Graze Counter GM,['win'],"18 Jan, 2023",¥58.00,
2200640,Hunt: Showdown 1896 - La Luz Mala,['win'],"18 Jan, 2023",¥21.50,¥43.00
2268460,Dark Shrine,['win'],"18 Jan, 2023",¥6.00,
2249650,The Past Within Soundtrack,['music'],"18 Jan, 2023",¥11.00,
2258670,Crawlspace 2,"['win', 'group_separator']","18 Jan, 2023",Free,
2284700,Elven City Simulator Demo,['win'],"18 Jan, 2023",Free,
1934330,Joshua's Legs,"['win', 'mac', 'linux']","18 Jan, 2023",¥47.00,
2227380,Air Attack VR,"['win', 'group_separator']","18 Jan, 2023",¥16.50,¥22.00
963730,It Lurks! A Noir Horror RPG.,['win'],"18 Jan, 2023",¥15.00,
1565530,避雨2🌧,['win'],"18 Jan, 2023",¥11.00,
2212690,The Dungeon Rules,['win'],"18 Jan, 2023",¥15.00,
2263960,Ultra Fishing,['win'],"18 Jan, 2023",¥3.60,¥18.00
2267680,Agni Fighter,['win'],"18 Jan, 2023",¥22.00,
2267010,Kong Hero,['win'],"18 Jan, 2023",¥22.00,
2195500,Green Valley,['win'],"18 Jan, 2023",¥26.00,
2273940,Ninja Scroller Demo,['win'],"18 Jan, 2023",Free,
2071200,The Bad Kids,"['win', 'mac']","18 Jan, 2023",¥56.00,
2222990,Graceward - Complete Edition Soundtrack,['music'],"18 Jan, 2023",¥11.00,
1950670,Mystery Solitaire. Grimm's Tales 7,['win'],"18 Jan, 2023",¥22.00,
2258790,Activate: 激活,['win'],"18 Jan, 2023",¥9.50,
2221790,幻境咖啡馆-Dreamland coffee,['win'],"18 Jan, 2023",¥47.00,
1819980,Writer's Life,['win'],"18 Jan, 2023",¥15.00,
2125430,Just Drive,['win'],"18 Jan, 2023",¥26.00,
2222830,Chasmal,"['win', 'mac']","18 Jan, 2023",Free,
2073140,Another World - Thought Taboo,['win'],"18 Jan, 2023",¥26.00,
805270,Playcraft,['win'],"18 Jan, 2023",¥55.00,
2274660,Jawbreaker Demo,['win'],"18 Jan, 2023",Free,
1994710,Bullet Chase,['win'],"18 Jan, 2023",¥6.00,
1303680,Alien Egg: Ascent,['win'],"18 Jan, 2023",¥15.00,
2215570,Retail Wars,['win'],"18 Jan, 2023",Free,
2112210,Ensora,['win'],"18 Jan, 2023",¥15.64,¥65.00
2274240,Creativerse Soundtrack,['music'],"18 Jan, 2023",¥7.80,¥26.00
1903530,Heart attack,['win'],"18 Jan, 2023",¥11.00,
2284170,Dark Days : Devil Hunt Demo,['win'],"18 Jan, 2023",Free,
1450410,Scrap Games,['win'],"18 Jan, 2023",¥22.00,
2073830,Deceptus,['win'],"18 Jan, 2023",Free,
1561380,RE:CALL,['win'],"18 Jan, 2023",¥76.00,
2221080,Umbrella Escape,['win'],"18 Jan, 2023",¥76.00,
1318740,Farlanders,"['win', 'mac', 'linux']","18 Jan, 2023",¥25.00,¥50.00
1254320,Surviving the Abyss,['win'],"17 Jan, 2023",¥76.00,
2279030,World Of Mystery - Bakso Mount,['win'],"17 Jan, 2023",¥11.00,
2279031,World Of Mystery - Bakso Sword,['win'],"17 Jan, 2023",¥11.00,
2279032,World Of Mystery - Bakso Outfit,['win'],"17 Jan, 2023",¥11.00,
1815540,BLINNK and the Vacuum of Space,"['win', 'group_separator']","17 Jan, 2023",¥42.00,
1707535,Concordia: Digital Edition - Britannia & Germania,"['win', 'mac']","17 Jan, 2023",¥43.00,
1707531,Concordia: Digital Edition - Fish Market,"['win', 'mac']","17 Jan, 2023",¥69.00,
2219360,String Along,['win'],"17 Jan, 2023",¥15.00,
2005130,집착의 망자 - 집으로부터의 탈출 For Visual edition,['win'],"17 Jan, 2023",¥6.00,
1939230,Fantasy Grounds - Pathfinder(R) for Savage Worlds Archetype Set 2,"['win', 'mac']","17 Jan, 2023",¥42.00,
2227680,Fantasy Grounds - Pathfinder RPG - Pathfinder Flip-Mat: Shipwrecks,"['win', 'mac']","17 Jan, 2023",¥58.00,
2166030,Fantasy Grounds - Pathfinder RPG - Pathfinder Flip-Mat - Elemental Planes Multi-Pack,"['win', 'mac']","17 Jan, 2023",¥80.00,
2240810,Fantasy Grounds - Curse of Ra'khan,"['win', 'mac']","17 Jan, 2023",¥26.00,
2057250,Fantasy Grounds - Troll Trouble 1,"['win', 'mac']","17 Jan, 2023",¥22.00,
2220220,Fantasy Grounds - Elementals,"['win', 'mac']","17 Jan, 2023",¥42.00,
1903970,World Championship Boxing Manager™ 2,['win'],"17 Jan, 2023",¥43.00,
1789220,Horror haze,['win'],"17 Jan, 2023",¥18.00,
2262680,Epic Race: The Stadium,"['win', 'mac']","17 Jan, 2023",¥22.00,
2058200,Showrunner,['win'],"17 Jan, 2023",¥35.00,
2136200,无尽星海(Endless Stars),['win'],"17 Jan, 2023",¥16.00,
2260750,What is snowman made of?,['win'],"17 Jan, 2023",Free,
2254060,Eskimo Eddie (C64/Spectrum),['win'],"17 Jan, 2023",¥18.00,
2281280,Angkara: The Horde Demo,['win'],"17 Jan, 2023",Free,
2010370,The True Love Rings,['win'],"17 Jan, 2023",¥11.00,
2265040,Cracks In Hell,['win'],"17 Jan, 2023",¥11.00,
2239020,Pitch Silent,['win'],"17 Jan, 2023",¥11.00,
2261440,BallZ,['win'],"17 Jan, 2023",¥6.00,
2261690,Kitten Kingdom,['win'],"17 Jan, 2023",¥46.00,
2193911,"KOF XV DLC Character ""SHINGO YABUKI""",['win'],"17 Jan, 2023",¥26.00,
2193910,KOF XV Fighter Pass,['win'],"17 Jan, 2023",¥149.00,
2184300,Discord RPC for Traveler,['win'],"17 Jan, 2023",Free,
2268410,拯救破败祖业 Demo,['win'],"17 Jan, 2023",Free,
2253211,Dear Monster - Strategy Guide,"['win', 'mac', 'linux']","17 Jan, 2023",¥42.00,
2253190,Dear Monster Soundtrack,['music'],"17 Jan, 2023",¥42.00,
2099250,Game Cycle Demo,['win'],"17 Jan, 2023",Free,
2280130,Signal Maze Demo,['win'],"17 Jan, 2023",Free,
2256520,Gunslinger Nova,['win'],"17 Jan, 2023",¥11.00,
2264070,无梦少女 DreamlessGirl Demo,['win'],"17 Jan, 2023",Free,
2204840,Adventure's Pixel World,['win'],"17 Jan, 2023",¥18.00,
2106760,The Burrito Quest,"['win', 'mac']","17 Jan, 2023",¥15.00,
1858760,Gem Worlds,"['win', 'mac', 'linux']","17 Jan, 2023",¥22.00,
2241620,Starless Hotel,['win'],"17 Jan, 2023",¥15.00,
2275910,Swords & Bones - SKINS Pack,['win'],"17 Jan, 2023",¥6.00,
2218531,Bright Memory: Infinite Rabbit School Uniform DLC,['win'],"17 Jan, 2023",¥5.40,
2218530,Bright Memory: Infinite Cyber Rabbit DLC,['win'],"17 Jan, 2023",¥5.40,
2267530,2 of Me Demo,['win'],"17 Jan, 2023",Free,
2261870,Old World - The Sacred and The Profane,"['win', 'mac', 'linux']","17 Jan, 2023",¥19.00,
2281950,Love Quest Demo,"['win', 'linux']","17 Jan, 2023",Free,
2272740,Beasts of Bermuda - Original Soundtrack,['music'],"17 Jan, 2023",¥33.00,
2252980,Quest Action 3D,['win'],"17 Jan, 2023",¥22.00,
1924100,Word Crystal,['win'],"17 Jan, 2023",Free,
1275370,Sharded World,"['win', 'linux']","17 Jan, 2023",¥22.00,
2264300,FULLYBROKEN: WAY HOME - A Roguelike Shooter,['win'],"17 Jan, 2023",¥58.00,
2164790,Putin Destroys Alien,['win'],"17 Jan, 2023",¥6.00,
1868780,Secrets For Taking Demo,['win'],"17 Jan, 2023",Free,
2263220,Inmortuae Metuunt: Rise of The Undead,['win'],"16 Jan, 2023",¥15.00,
2237350,100 Keys To Your Heart,['win'],"16 Jan, 2023",¥33.00,
2192980,The Knight of the Crimson Tower – Guests at the Threshold,['win'],"16 Jan, 2023",¥6.00,
2260360,Zooblies,['win'],"16 Jan, 2023",¥11.00,
1573280,WW2 Rebuilder,['win'],"16 Jan, 2023",¥30.40,¥76.00
2263260,House of Shadow,['win'],"16 Jan, 2023",Free,
2258120,Orcs Coming TD,['win'],"16 Jan, 2023",¥15.00,
914930,Alcyon Infinity,['win'],"16 Jan, 2023",¥6.00,
1185600,The Kingdom of God,"['win', 'mac']","16 Jan, 2023",¥35.00,
2270780,Epic Roller Coasters — Hyper Cart,['win'],"16 Jan, 2023",¥6.00,
2259970,Let's School Demo,['win'],"16 Jan, 2023",Free,
2198060,Zombie Breakdown Demo,"['win', 'mac', 'linux']","16 Jan, 2023",Free,
2240020,模拟足球 Demo,['win'],"16 Jan, 2023",Free,
2278420,The Ramsey Demo,['win'],"16 Jan, 2023",Free,
2171310,Lost Cartridge - Cold Read,['win'],"16 Jan, 2023",¥28.00,
2280310,Paint Warfare - Pine Tree,"['win', 'mac', 'linux']","16 Jan, 2023",¥11.00,
1638390,Indies' Lies,['win'],"16 Jan, 2023",¥48.00,
2147050,Jumping Cat,['win'],"16 Jan, 2023",¥9.99,
2207710,Relaxjong,['win'],"16 Jan, 2023",¥18.00,
2025710,Koatl the defender : The Lost Tunnels,['win'],"16 Jan, 2023",¥70.00,
2231690,For Your Tranquility Soundtrack,['music'],"16 Jan, 2023",¥15.00,
2183320,For Your Tranquility,"['win', 'mac']","16 Jan, 2023",¥39.00,
2153490,Siana Tales Demo,['win'],"16 Jan, 2023",Free,
2072150,Kairobotica,['win'],"16 Jan, 2023",¥38.00,
2019380,Pocket Harvest,['win'],"16 Jan, 2023",¥38.00,
1933990,Burger Bistro Story,['win'],"16 Jan, 2023",¥38.00,
2239060,勇者起源,['win'],"16 Jan, 2023",¥18.00,
2242510,三国大领主,['win'],"16 Jan, 2023",Free,
2234320,You're Fired! Revenge!,['win'],"16 Jan, 2023",¥6.00,
2218210,The paladin & The succubi servant,['win'],"16 Jan, 2023",¥21.00,¥35.00
2268950,Outer Space Shack Demo,['win'],"16 Jan, 2023",Free,
2184270,Traveler,"['win', 'linux']","16 Jan, 2023",¥18.00,
1419470,Invisible Wings: Chapter One Soundtrack,['music'],"15 Jan, 2023",¥22.00,
2277690,Lagoda Odyssey Demo,['win'],"15 Jan, 2023",Free,
2263390,Lawnmower Game: Ufo Chase,['win'],"15 Jan, 2023",¥3.00,¥6.00
2236790,Cool Cats,['win'],"15 Jan, 2023",¥3.60,¥18.00
1938270,Tinting Time Demo,['win'],"15 Jan, 2023",Free,
2216600,Korea Dynasty (조선메타실록),['win'],"15 Jan, 2023",¥76.00,
2260930,Kill Pill,['win'],"15 Jan, 2023",Free,
1560250,Rising Front,"['win', 'mac']","15 Jan, 2023",¥44.66,¥58.00
374920,Drift Stage Original Soundtrack Vol. 1,['music'],"15 Jan, 2023",¥36.00,
2262050,Deltazone - Customization Pack #1,"['win', 'mac', 'linux']","15 Jan, 2023",¥6.00,
2268900,MidnightKing Demo,['win'],"15 Jan, 2023",Free,
2249990,Splatter Soundtrack,['music'],"14 Jan, 2023",¥42.00,
2276710,BARD IDLE - CANDY BOX PACK,['win'],"14 Jan, 2023",¥336.00,
2276160,BARD IDLE - STARTER PACK,['win'],"14 Jan, 2023",¥15.00,
2276790,BARD IDLE - ADVENTURER PACK,['win'],"14 Jan, 2023",¥168.00,
2276750,BARD IDLE - COLLECTOR'S PACK,['win'],"14 Jan, 2023",¥76.00,
1963370,No One Survived,['win'],"14 Jan, 2023",¥68.00,
2223900,Backrooms: The Game,['win'],"14 Jan, 2023",¥11.00,
2258550,Demon Invasion: Endless,['win'],"14 Jan, 2023",¥15.00,
2244570,Space landing,['win'],"14 Jan, 2023",¥11.00,
1933660,Demons Roots,['win'],"14 Jan, 2023",¥69.00,
2222850,Shiitake Showdown,['win'],"14 Jan, 2023",Free,
2254120,EX_Holics.exe Demo,['win'],"14 Jan, 2023",Free,
2269340,SUFFER 2 Soundtrack,['music'],"14 Jan, 2023",¥6.00,
2106590,Dyestributor,['win'],"14 Jan, 2023",¥22.00,
2268740,Metro Manager LA Demo,['win'],"14 Jan, 2023",Free,
2248540,Sanctum Arcadia,['win'],"14 Jan, 2023",¥58.00,
1975800,WooLoop Soundtrack,['music'],"14 Jan, 2023",¥22.00,
1878910,WooLoop,"['win', 'mac', 'linux']","14 Jan, 2023",Free,
2234720,Project Sail,['win'],"14 Jan, 2023",¥42.00,
2151530,YOU ARE THE DINNER,['win'],"14 Jan, 2023",¥22.00,
1595770,SUFFER 2,['win'],"14 Jan, 2023",¥22.00,
2278170,Quatro! - KittyWave DLC,['win'],"14 Jan, 2023",¥11.00,
2263460,ΔV: Rings of Saturn - Deep Weeb,"['win', 'mac', 'linux']","14 Jan, 2023",¥11.00,¥22.00
2261650,Pet Dragon Girl,['win'],"14 Jan, 2023",¥3.60,¥6.00
1755620,Anti Frank's Wrath,['win'],"14 Jan, 2023",Free,
1978650,Blickel,['win'],"14 Jan, 2023",¥15.00,
2248340,UNRESTRAINED,['win'],"14 Jan, 2023",¥6.00,
1184250,Finnish Army Simulator,['win'],"14 Jan, 2023",¥108.00,
2270640,Grim Tales: The Time Traveler Collector's Edition,['win'],"14 Jan, 2023",¥56.00,
1422130,SimRail - The Railway Simulator,['win'],"14 Jan, 2023",¥128.00,
2112420,Pillazon: MMO Drug Lord Tycoon,['win'],"14 Jan, 2023",¥22.00,
1290960,Strange Aeons,"['win', 'linux']","14 Jan, 2023",¥36.00,
2252830,Johnny Explorer,['win'],"14 Jan, 2023",¥15.00,
2152150,Roxy Raccoon's Pinball Panic - Epic Egypt,['win'],"14 Jan, 2023",¥11.00,
1143860,Zombie Admin,"['win', 'linux']","14 Jan, 2023",¥18.00,
2171690,Handshakes,"['win', 'mac', 'linux']","14 Jan, 2023",Free,
2246400,Confabulation,['win'],"13 Jan, 2023",¥22.00,
2254390,Neptune's Garden,['win'],"13 Jan, 2023",¥22.00,
2254320,Cannibal Abduction Soundtrack,['music'],"13 Jan, 2023",Free,
2134920,Spirits' Creek,['win'],"13 Jan, 2023",Free,
2054300,Futr8,['win'],"13 Jan, 2023",¥33.00,
2194660,Criminal Expert,['win'],"13 Jan, 2023",¥4.20,¥42.00
2282000,WASD Quartet Demo,['win'],"13 Jan, 2023",Free,
2189640,Cannibal Abduction,"['win', 'mac', 'linux']","13 Jan, 2023",¥22.00,
2277920,Covid Carl Demo,['win'],"13 Jan, 2023",Free,
1995780,Aliens After Ava,"['win', 'mac']","13 Jan, 2023",Free,
2052962,Kao the Kangaroo - VIP,['win'],"13 Jan, 2023",Free,
2203510,Kung Fu School,['win'],"13 Jan, 2023",¥76.00,
850760,UnderDungeon,['win'],"13 Jan, 2023",¥11.00,¥22.00
2242760,The Escape: Together,['win'],"13 Jan, 2023",¥15.00,
2258040,World of Turtle,"['win', 'mac', 'linux']","13 Jan, 2023",¥33.00,
2241650,On my Own - Walkthrough,['win'],"13 Jan, 2023",¥26.00,
1808040,On my own: A Hot Isekai Adventure,['win'],"13 Jan, 2023",¥33.00,
2235090,回溯勇者 Backdate Hero,['win'],"13 Jan, 2023",¥39.00,
2237000,Mofina Island,['win'],"13 Jan, 2023",¥13.42,¥22.00
2192840,Terfenstein 3D,['win'],"13 Jan, 2023",¥22.00,
2082252,WTC : Relentless Protagonist Project,"['win', 'mac', 'linux']","13 Jan, 2023",¥26.00,
349470,Drift Stage,"['win', 'mac', 'linux']","13 Jan, 2023",¥65.00,
2246940,Only A Dream,['win'],"13 Jan, 2023",¥22.00,
1919740,Silent Love,['win'],"13 Jan, 2023",¥44.80,¥64.00
1793070,Aery VR - Little Bird Adventure,"['win', 'group_separator']","13 Jan, 2023",¥37.00,
2246380,Aurora's Journey and the Pitiful Lackey Soundtrack,['music'],"13 Jan, 2023",¥79.85,
1808570,Aurora's Journey and the Pitiful Lackey,"['win', 'linux']","13 Jan, 2023",¥57.85,
2270740,Angel Legion-DLC Cute Regular(Golden),"['win', 'mac']","13 Jan, 2023",¥22.00,
2279400,Button VR Demo,"['win', 'group_separator']","13 Jan, 2023",Free,
2134580,实习班主任 Practice Teacher,['win'],"13 Jan, 2023",¥19.00,
2246160,Craftia's Defender - Soundtrack & Music,['music'],"13 Jan, 2023",¥11.00,
2158740,Within the Backrooms,['win'],"13 Jan, 2023",¥46.00,
1189490,觅长生,['win'],"13 Jan, 2023",¥58.00,
2075410,初夏倾语 - Summer Whisper,['win'],"13 Jan, 2023",¥12.00,
2267490,Ghost Guy Soundtrack,['music'],"13 Jan, 2023",¥6.00,
1710100,Bing in Wonderland,['win'],"13 Jan, 2023",¥26.60,¥38.00
2265790,Sands of Salzaar - The Tournament,['win'],"13 Jan, 2023",¥18.00,
2275690,Gaop - Reward 1$,['win'],"13 Jan, 2023",¥6.00,
2275691,Gaop - Reward 10$,['win'],"13 Jan, 2023",¥42.00,
2275692,Gaop - Reward 100$,['win'],"13 Jan, 2023",¥336.00,
2275693,Gaop - Reward 200$,['win'],"13 Jan, 2023","¥1,263.00",
1849490,Sands of Salzaar - Champion of Chaos,['win'],"13 Jan, 2023",Free,
2202430,Uncharted Ocean 2,['win'],"13 Jan, 2023",Free,
2253630,Trainz Plus DLC - Pro Train Brocken Railway,"['win', 'mac']","13 Jan, 2023",¥128.00,
2253640,Trainz 2022 DLC - Pro Train Brocken Railway,"['win', 'mac']","13 Jan, 2023",¥128.00,
2253620,Trainz 2019 DLC - Pro Train Brocken Railway,"['win', 'mac']","13 Jan, 2023",¥128.00,
2055090,Iaijutsu,['win'],"13 Jan, 2023",Free,
2140680,Code R.U.B.I.K.,['win'],"13 Jan, 2023",¥24.00,
2081031,Appointment with FEAR (Fighting Fantasy Classics),"['win', 'mac']","13 Jan, 2023",¥18.00,
2163850,DRAGON BALL Z: KAKAROT - BARDOCK - Alone Against Fate,['win'],"13 Jan, 2023",¥98.00,
2275550,DRAGON BALL Z: KAKAROT Season Pass 2,['win'],"13 Jan, 2023",¥198.00,
2004606,ONE PIECE ODYSSEY Drop Rate Up Petite Jewelry,['win'],"13 Jan, 2023",¥8.00,
2004607,ONE PIECE ODYSSEY HP Conversion Petite Jewelry,['win'],"13 Jan, 2023",¥8.00,
814000,ONE PIECE ODYSSEY,['win'],"13 Jan, 2023",¥298.00,
2114030,"ONE PIECE ODYSSEY Adventure Expansion Pack+100,000 Berries",['win'],"13 Jan, 2023",¥148.00,
2237990,Neckbreak Soundtrack,['music'],"13 Jan, 2023",¥22.00,
2120790,Ringborn,['win'],"13 Jan, 2023",¥58.00,
2272940,Find the Birds,['win'],"13 Jan, 2023",Free,
2264600,Find the Whales: Español,['win'],"13 Jan, 2023",Free,
1980590,Revans,['win'],"13 Jan, 2023",¥58.00,
2131840,Thelos,['win'],"13 Jan, 2023",¥6.00,
2238340,Lendas do Pebol: Mythic Football,['win'],"13 Jan, 2023",¥13.20,¥33.00
2213640,Susurye of Shadows,['win'],"13 Jan, 2023",¥11.70,¥18.00
1452070,LONE RUIN,['win'],"13 Jan, 2023",¥24.99,
2236030,Visual Novel Maker - Modern Day Massive Music Pack,"['win', 'mac', 'linux']","13 Jan, 2023",¥108.00,
2235980,RPG Maker MZ - Modern Day Massive Music Pack,"['win', 'mac']","13 Jan, 2023",¥108.00,
2235896,RPG Maker MV - Modern Day Massive Music Pack,"['win', 'mac', 'linux']","13 Jan, 2023",¥108.00,
2235852,RPG Maker VX Ace - Modern Day Massive Music Pack,['win'],"13 Jan, 2023",¥108.00,
2261920,Find the Whales,['win'],"13 Jan, 2023",Free,
2277140,World of Turtle Demo,"['win', 'mac', 'linux']","13 Jan, 2023",Free,
2264700,Infinite Mirror,['win'],"13 Jan, 2023",¥6.00,
2239600,Aquatico Soundtrack,['music'],"13 Jan, 2023",¥13.20,¥22.00
2239610,Aquatico - Founder's Pack,['win'],"13 Jan, 2023",¥17.40,¥29.00
1812300,Aquatico,['win'],"13 Jan, 2023",¥32.00,¥80.00
2151780,Days Of Despair Demo,['win'],"13 Jan, 2023",Free,
2194630,Terror of Hemasaurus Soundtrack: Songs in the Key of AAHHH!,['music'],"13 Jan, 2023",¥18.00,
2250060,I commissioned some bees 0,['win'],"12 Jan, 2023",Free,
2238760,Our Casual Battlefield,['win'],"12 Jan, 2023",¥18.00,
2134670,ShipSwing,['win'],"12 Jan, 2023",¥36.00,
2216530,Vengeful Guardian: Moonrider (Original Game Soundtrack),['music'],"12 Jan, 2023",¥22.00,
1125710,Gatewalkers,['win'],"12 Jan, 2023",¥92.00,
1942010,Vengeful Guardian: Moonrider,['win'],"12 Jan, 2023",¥60.00,
2256550,Choi,['win'],"12 Jan, 2023",¥22.00,
2262180,Brazen Thief,['win'],"12 Jan, 2023",¥11.00,
